,values
6339,0.45113658375591004
6353,0.7219364118758442
6377,0.9025585526396117
6384,0.6681322912928771
6388,0.6787290772833547
6416,0.7384060345786889
6430,0.6608698629542463
6442,0.720678932598566
6444,0.8570586710872037
6447,0.8546600237927199
6465,0.7056190960111697
6490,0.8618515203771294
6491,0.7721334166006026
6492,0.655440829873296
6551,0.8682759990147136
6625,0.7937755032999407
6633,0.895011191572127
6684,0.7185452034084554
6692,0.7926197504807535
6706,0.8530892232201152
6756,0.8142147053662678
6789,0.7295617139510787
6800,0.8834875422583535
6826,0.47752083125290656
6832,0.6840503799976446
6850,0.8127810490603105
6857,0.8187663224128828
6882,0.669883839248316
6935,0.7003383766369614
6943,0.6429158734357315
6951,0.8412908550165901
6961,0.6977901857161853
6984,0.768587796422519
7017,0.714224262068581
7025,0.664314823573414
7098,0.8625996210143847
7102,0.7546513626864537
7116,0.6449720986633979
7145,0.7347572411242005
7147,0.82117683599645
7172,0.8499261062779495
7179,0.6021430541605389
7193,0.6576939462293419
7201,0.9086212890120613
7202,0.8266501854172364
7247,0.4218655825475248
7269,0.6995706043141414
7285,0.7978292989268323
7308,0.7249896803216734
7343,0.6169613922487229
7383,0.6988140199110474
7388,0.7361952432853472
7403,0.7058233717697958
7408,0.5958312808356396
7464,0.5625391880211733
7496,0.7887024035740646
7512,0.5692825957361957
7583,0.7247858493294123
7584,0.7768126117857952
7643,0.8309480056225527
7700,0.8439569015482602
7734,0.8868113428119612
7738,0.7222558284463094
7815,0.852239046078503
7851,0.701151173842031
7857,0.5839797490311998
7868,0.6748006550500788
7917,0.8311778053675921
7923,0.7914079186420092
7945,0.7026169015710789
7948,0.6071475252693418
7956,0.7411374182596971
7958,0.7484338434891942
8012,0.7204765327402928
8036,0.8925753003647349
8070,0.8145102109858929
8087,0.7272992760383004
8090,0.7082807822114032
8095,0.928241792876051
8137,0.8230152924498577
8200,0.7505408460330256
8234,0.7915755766727781
8241,0.6856801488691938
8252,0.6976040317104567
8290,0.5726096237803826
8346,0.6797891526130674
8359,0.8201286395886314
8386,0.659269782588555
8419,0.5889482818196721
8420,0.701033471811404
8430,0.7656381018006566
8455,0.8296061794184472
8459,0.7299648600659994
8492,0.8771387565812103
8514,0.4885118122144221
8580,0.7894638137987281
8591,0.6446895950808724
8598,0.8035237883223078
8667,0.889041339358545
8685,0.5821534403780819
8721,0.7927677741179131
8725,0.4709107206256221
8778,0.7142160636746675
8785,0.7073917739460224
8788,0.5627959087354182
8807,0.4521995966941593
8846,0.8766533865755096
8849,0.6816305092571749
8877,0.5766903782251007
8881,0.7819389699667862
8927,0.7729520215722216
8955,0.8340491405190047
9000,0.47457995557836385
9010,0.7843916465667501
9014,0.8639658838093064
9018,0.7273320188094887
9073,0.8659034581811998
9105,0.8657070594755149
9126,0.8829429408161505
9146,0.8340071835386118
9161,0.643196041091574
9174,0.8220661712750033
9178,0.6879870882626635
9180,0.5922523557240863
9188,0.9452995948342178
9200,0.8420520920376579
9250,0.8177066857284891
9251,0.7172716045565298
9256,0.8558025021275749
9298,0.6741391604229315
9319,0.6170392230368676
9341,0.630805065499007
9349,0.7101609321077174
9351,0.7564493362032394
9359,0.6126468216297497
9390,0.8136500487904005
9397,0.8737434959724604
9430,0.7811630307213102
9441,0.5693202918504963
9462,0.8750015412110708
9486,0.4874522174824859
9510,0.6328457058692287
9511,0.5422369163928589
9539,0.9095457354794597
9547,0.6924124564833688
9573,0.5730385878663408
9579,0.8498486528565652
9583,0.7220208449343237
9665,0.6393685959954591
9674,0.5790368638594853
9714,0.8273457501927852
9716,0.7747014377846251
9720,0.8650122219570157
9724,0.847414678767263
9740,0.6798330598579397
9765,0.831823027572415
9875,0.7741133373713235
9941,0.8098436851426428
9971,0.8432822189788006
9987,0.6938724753995332
