,values
5954,0.6710007059657023
5959,0.7113175467613959
5961,0.7395062187154977
5968,0.8594845088765233
5975,0.9195034760763073
5981,0.9078491479348717
6072,0.8346877488259273
6076,0.8294424431813723
6112,0.6547490541105423
6122,0.8412586503769611
6164,0.9304294437215559
6181,0.8415783462233696
6197,0.5521989526324345
6211,0.9367452431074765
6233,0.580246554913086
6236,0.8727880278458583
6258,0.6877020198468361
6261,0.8380355245650665
6278,0.8419533961267113
6288,0.803784685569844
6308,0.6868273466174545
6319,0.8827675190181478
6324,0.7733856232477087
6328,0.6298538358219197
6359,0.9707290486258049
6395,0.8127424694266655
6415,0.834379178480062
6432,0.623850570803769
6433,0.7930077664017438
6442,0.7693337184887459
6450,0.738649088470396
6477,0.8672998100821653
6482,0.8619489943552127
6485,0.7514254770643052
6490,0.6387535511911737
6496,0.748709823025005
6534,0.8547789445054382
6550,0.7079691495367134
6558,0.7996351433996675
6565,0.6796485795933855
6566,0.7426602724836009
6569,0.7484424743711484
6576,0.8669177872632837
6592,0.8540281760533068
6593,0.8424456985633626
6605,0.7307194957727033
6610,0.760042146434768
6622,0.7899629038593856
6623,0.5228411386055221
6625,0.7296401745187582
6634,0.6966213713520327
6637,0.8047917982101926
6648,0.759550184983783
6664,0.8224063898646481
6679,0.5232162225921193
6681,0.8444418667528487
6695,0.62863183489368
6706,0.6239433692825187
6724,0.8140258377955548
6725,0.8517386899767784
6734,0.664687859536913
6739,0.7637247127367423
6756,0.8571722418028325
6778,0.9327201522861386
6780,0.8493393421107246
6792,0.9375611055540394
6818,0.7309480733108256
6832,0.7226315010019093
6847,0.6191681348758851
6850,0.797472197660832
6868,0.7952661873536668
6874,0.8998729979710027
6876,0.6366209086978359
6897,0.7491421288705693
6904,0.7277396865795576
6921,0.6802518978681539
6931,0.8430787039192382
6938,0.8790562535524434
6944,0.7854736409930265
6945,0.748527693737299
6951,0.7611002134759535
6956,0.804161013986705
6972,0.577620552808554
6999,0.6595161874416259
7001,0.9118833042291564
7007,0.8221265462159786
7008,0.7963376315090149
7016,0.9237645154738803
7017,0.8349477871065465
7031,0.8287334012829746
7044,0.8446866661632031
7101,0.8446307197965373
7111,0.4768245666613311
7119,0.8033046007111828
7148,0.8484514957124482
7149,0.8213617270098652
7182,0.7261589005012916
7189,0.9035031764433458
7192,0.6334021043340191
7199,0.8767116996307439
7213,0.8538575464480742
7214,0.8581794005702512
7220,0.7730284430338348
7248,0.711096328657536
7252,0.8848276044774309
7288,0.6756360714088453
7301,0.9334546197139637
7306,0.6237456581300679
7328,0.6740671240217769
7331,0.8292394323521588
7354,0.8269269890764093
7356,0.9626186479263081
7366,0.9014891675106603
7370,0.8486098919929619
7393,0.7176609024694108
7402,0.8170036565052594
7403,0.8608721200927497
7418,0.7586511316852135
7419,0.9803801310661335
7423,0.9041536440941472
7442,0.6184640454924816
7473,0.7573468623501557
7479,0.4901594443845967
7485,0.8655454722251809
7496,0.8786716623557549
7507,0.7896019988340827
7510,0.6750564601948904
7524,0.8490741707842943
7537,0.5797165949527538
7540,0.6495450408913075
7547,0.7565959424741676
7550,0.8385449921203242
7554,0.8895456362542068
7560,0.7372641408525946
7578,0.7318753077951105
7579,0.8625295789732423
7580,0.7431922918192776
7585,0.8638819257560068
7588,0.8810900989601768
7590,0.7922132644919295
7592,0.7204782943561323
7607,0.8708780572921364
7619,0.8523208328108708
7626,0.9167201520623116
7634,0.8373384920690337
7643,0.6880273641611901
7688,0.8000384533270675
7692,0.8942396022699531
7707,0.8698283727264086
7728,0.719665252042926
7730,0.7548816054716595
7739,0.9264409388671657
7757,0.8264923431491488
7785,0.7846755172245156
7806,0.8189722372706439
7826,0.8737440338956709
7832,0.8556518089451098
7835,0.8420872280363725
7838,0.7201507371813141
7899,0.8570339037895218
7940,0.8409457067311452
7959,0.677766804797933
7986,0.692382455672283
7990,0.6752171010146021
7992,0.6664880115482168
8004,0.6912782240775462
8017,0.7614197043858582
8019,0.8775271685606117
8042,0.8326904761325741
8047,0.8752145174567578
8048,0.6734434998468468
8049,0.7772236029550874
8059,0.8056751107201237
8078,0.7924356999475166
8084,0.6862657235235567
8091,0.6071609322628938
8119,0.6918164629110315
8141,0.7608574089437612
8166,0.7522175020384411
8190,0.8014085632573337
8197,0.9530295493641101
8200,0.7177767577273764
8212,0.7731304639988226
8251,0.6257351387713076
8263,0.7426397663997967
8265,0.858898500981596
8273,0.7692306300140727
8289,0.717923756909968
8309,0.7825911758559199
8326,0.7590360833005558
8327,0.6719059323806064
8350,0.7909414633907923
8363,0.7452906942756049
8389,0.8044929843688748
8392,0.6573865613638246
8432,0.777862498355375
8437,0.7596346259140898
8451,0.7544754134847901
8452,0.7525166377993772
8498,0.7408936786144282
8513,0.958314200606442
8522,0.9401834622809431
8523,0.8043626767410352
8525,0.7354518688044316
8526,0.6983131763201645
8575,0.8539582651476265
8585,0.6930406142569594
8592,0.8935799049463445
8623,0.7758210370220917
8655,0.8094158511473225
8685,0.8631694163756156
8694,0.7734298846100122
8704,0.9639305270953182
8706,0.7644219145610281
8740,0.606946460738765
8787,0.9192827795532501
8804,0.7902982667869588
8815,0.7754282033061771
8819,0.6068041369815503
8831,0.5940423427251547
8840,0.7694066069961202
8860,0.8856939935563797
8918,0.8737308174757165
8930,0.8760156621189515
8933,0.7921151776928783
8943,0.7867534547042544
8981,0.7283614089057038
9003,0.948528075830682
9035,0.7666225597996634
9054,0.8532842982241692
9068,0.8678793170658049
9082,0.6827716672382357
9086,0.8387870364557982
9089,0.8194947579009197
9091,0.8731012407725867
9100,0.7807852610500481
9156,0.6933012585538362
9162,0.6773174233520864
9265,0.4011403328314793
9270,0.6519967893979663
9271,0.8771718199551788
9284,0.8879069389337721
9348,0.7781466078079994
9358,0.8823303271401378
9381,0.8434279340125957
9387,0.6150585061162277
9392,0.8261853490080123
9432,0.9577773995389309
9522,0.9085357585800127
9527,0.7370704087068115
9536,0.7962450734497032
9551,0.7460675347150639
9584,0.9147942455768006
9592,0.8313777246843214
9614,0.8069715056770145
9616,0.8463692909078079
9676,0.7728215634561179
9681,0.6759791191118791
9715,0.9603871117235975
9731,0.7786003645305982
9737,0.5955980532494114
9743,0.8874575553266727
9787,0.8411188185227396
9795,0.952697366274095
9803,0.4789012354275567
9842,0.8659339480716112
9863,0.767026690132758
9879,0.8147190096152941
9882,0.8920535486189273
9899,0.7612654912347405
9901,0.8234110536273046
9902,0.6910940438161483
9912,0.672769507746106
9922,0.8884892965264215
9928,0.9086364210035472
9930,0.911074372879056
9938,0.8306969595937537
9950,0.8243862663566812
9982,0.7215922529489776
