triplet,index_0,index_1,index_2,ngram_0,ngram_1,ngram_2
2467,0.9,0.9,0.8,0.484,0.84,0.484
2468,0.8,0.9,0.9,0.314,0.586,0.484
2469,0.9,0.9,0.8,0.586,0.586,0.394
2470,1.0,1.0,1.0,0.704,0.84,0.586
2471,0.8,0.8,1.0,0.484,0.353,0.643
2472,0.8,0.8,1.0,0.484,0.586,0.438
2473,1.0,1.0,1.0,0.643,0.533,0.643
2474,0.8,1.0,0.8,0.314,0.84,0.353
2475,0.9,0.8,0.9,0.586,0.533,0.484
2476,0.6,0.9,0.5,0.314,0.704,0.314
2477,0.9,0.9,1.0,0.704,0.533,0.484
2478,0.8,1.0,0.8,0.533,0.704,0.353
2479,0.8,1.0,0.8,0.484,0.438,0.533
2480,0.8,0.7,0.9,0.484,0.484,0.586
2481,0.9,0.9,1.0,0.484,0.438,0.533
2482,0.9,0.8,0.9,0.394,0.438,0.484
2483,0.9,0.8,0.9,0.484,0.438,0.586
2484,0.9,0.8,0.9,0.438,0.484,0.586
2485,0.8,0.6,0.8,0.353,0.243,0.586
2486,0.8,0.9,0.9,0.314,0.484,0.438
2487,0.9,0.8,0.9,0.484,0.533,0.586
2488,0.7,0.8,0.9,0.353,0.484,0.769
2489,0.7,0.6,0.9,0.243,0.314,0.704
2490,0.7,0.6,0.9,0.484,0.394,0.769
2491,0.8,0.9,0.9,0.484,0.438,0.586
2492,0.9,0.7,0.6,0.533,0.394,0.179
2493,0.8,0.8,0.6,0.484,0.704,0.314
2494,0.7,0.9,0.8,0.484,0.484,0.484
2495,1.0,0.7,0.7,0.438,0.438,0.484
2496,1.0,1.0,1.0,0.643,0.394,0.484
2497,0.8,0.8,1.0,0.314,0.353,0.704
2498,0.7,0.6,0.9,0.314,0.243,0.643
2499,0.4,0.7,0.7,0.122,0.394,0.394
2500,0.6,0.9,0.7,0.314,0.704,0.438
2501,0.8,1.0,0.8,0.484,0.704,0.586
2502,0.5,0.9,0.4,0.278,0.484,0.095
2503,0.9,0.9,1.0,0.484,0.84,0.484
2504,0.8,0.6,0.4,0.586,0.394,0.243
2505,1.0,0.7,0.7,0.394,0.484,0.243
2506,0.8,1.0,0.8,0.438,1.0,0.438
2507,0.9,0.9,0.8,0.643,0.533,0.438
2508,0.8,0.8,1.0,0.314,0.394,0.586
2509,0.9,0.8,0.7,0.704,0.533,0.394
2510,1.0,0.9,0.9,0.484,0.314,0.353
2511,0.8,0.8,1.0,0.484,0.314,0.643
2512,0.6,0.7,0.9,0.314,0.533,0.394
2513,0.5,0.6,0.9,0.243,0.394,0.394
2514,0.4,0.8,0.6,0.243,0.394,0.243
2515,1.0,0.7,0.7,0.643,0.211,0.394
2516,0.9,0.9,1.0,0.438,0.314,0.438
2517,0.7,0.8,0.9,0.353,0.533,0.484
2518,0.9,0.8,0.7,0.394,0.586,0.314
2519,0.9,0.6,0.7,0.769,0.314,0.394
2520,0.9,0.8,0.7,0.484,0.586,0.278
2521,0.8,0.8,1.0,0.484,0.586,0.484
2522,0.9,0.9,0.8,0.484,0.438,0.586
2523,1.0,0.8,0.8,0.704,0.586,0.586
2524,1.0,0.6,0.6,0.704,0.243,0.314
2525,1.0,0.9,0.9,0.484,0.704,0.586
2526,0.8,0.6,0.4,0.586,0.353,0.243
2527,0.9,0.7,0.8,0.586,0.394,0.704
2528,0.9,1.0,0.9,0.643,0.438,0.484
2529,0.9,0.8,0.9,0.643,0.586,0.484
2530,1.0,0.7,0.7,0.438,0.278,0.438
2531,1.0,0.9,0.9,0.704,0.586,0.704
2532,0.8,0.8,1.0,0.484,0.278,0.438
2533,0.8,1.0,0.8,0.586,0.394,0.278
2534,0.9,0.6,0.7,0.704,0.353,0.533
2535,0.5,0.6,0.9,0.211,0.278,0.533
2536,0.9,1.0,0.9,0.84,0.586,0.586
2537,0.9,0.9,1.0,0.484,0.484,1.0
2538,0.7,0.4,0.7,0.586,0.243,0.484
2539,0.8,0.8,0.6,0.314,0.394,0.314
2540,0.7,0.9,0.8,0.484,0.533,0.484
2541,0.9,0.9,1.0,0.704,0.314,0.278
2542,1.0,0.9,0.9,0.394,0.484,0.704
2543,0.8,1.0,0.8,0.484,0.704,0.438
2544,0.8,0.9,0.9,0.278,0.704,0.438
2545,0.9,1.0,0.9,0.84,0.704,0.704
2546,0.8,1.0,0.8,0.586,1.0,0.586
2547,0.8,0.9,0.9,0.394,0.484,0.484
2548,1.0,0.8,0.8,0.586,0.353,0.586
2549,0.9,0.9,1.0,0.484,0.484,0.438
2550,0.9,0.8,0.9,0.586,0.533,0.586
2551,0.8,0.5,0.7,0.586,0.394,0.484
2552,1.0,1.0,1.0,0.484,0.704,0.484
2553,0.6,0.8,0.8,0.243,0.394,0.704
2554,0.8,0.7,0.9,0.438,0.314,0.704
2555,0.9,1.0,0.9,0.84,0.704,0.704
2556,0.9,1.0,0.9,0.438,0.704,0.643
2557,0.8,1.0,0.8,0.586,0.438,0.394
2558,0.7,0.9,0.6,0.278,0.394,0.394
2559,0.6,0.7,0.9,0.314,0.484,0.704
2560,0.7,0.5,0.8,0.484,0.179,0.438
2561,0.9,1.0,0.9,0.484,0.84,0.438
2562,1.0,0.8,0.8,0.704,0.394,0.394
2563,0.8,0.5,0.7,0.394,0.278,0.484
2564,1.0,0.8,0.8,0.704,0.586,0.586
2565,0.5,0.7,0.8,0.314,0.586,0.586
2566,0.9,0.9,0.8,0.533,0.484,0.586
2567,0.7,0.7,0.4,0.438,0.394,0.243
2568,0.7,0.7,1.0,0.484,0.484,0.704
2569,0.7,0.8,0.9,0.353,0.438,0.84
2570,0.8,1.0,0.8,0.533,0.704,0.394
2571,0.9,1.0,0.9,0.643,0.586,0.484
2572,1.0,0.9,0.9,0.314,0.278,0.353
2573,0.9,0.8,0.9,0.438,0.484,0.484
2574,0.4,0.5,0.9,0.243,0.179,0.704
2575,0.6,0.5,0.9,0.394,0.314,0.586
2576,0.8,0.9,0.7,0.438,0.438,0.394
2577,0.9,0.9,0.8,0.84,0.314,0.314
2578,0.8,1.0,0.8,0.438,0.278,0.314
2579,0.9,0.8,0.7,0.533,0.704,0.353
2580,0.7,0.8,0.9,0.278,0.353,0.84
2581,0.7,0.5,0.8,0.394,0.314,0.394
2582,1.0,0.9,0.9,0.643,0.484,0.704
2583,1.0,0.7,0.7,0.484,0.484,0.394
2584,0.8,1.0,0.8,0.314,0.484,0.704
2585,1.0,0.7,0.7,0.704,0.438,0.394
2586,0.7,0.8,0.5,0.394,0.211,0.211
2587,1.0,0.8,0.8,0.643,0.484,0.438
2588,0.6,0.9,0.7,0.314,0.586,0.438
2589,0.7,0.9,0.6,0.484,0.586,0.278
2590,0.6,0.7,0.9,0.394,0.484,0.394
2591,0.9,0.9,1.0,0.533,0.704,0.484
2592,0.7,0.9,0.8,0.314,0.704,0.438
2593,0.7,0.9,0.8,0.314,0.704,0.484
2594,0.8,0.9,0.7,0.586,0.704,0.394
2595,0.8,1.0,0.8,0.278,0.643,0.394
2596,0.7,0.9,0.8,0.394,0.438,0.484
2597,0.7,0.6,0.9,0.438,0.353,0.84
2598,1.0,0.9,0.9,0.704,0.643,0.484
2599,0.8,0.9,0.9,0.533,0.704,0.704
2600,0.5,0.8,0.7,0.243,0.484,0.353
2601,1.0,0.6,0.6,0.586,0.314,0.314
2602,0.7,0.4,0.7,0.353,0.122,0.484
2603,0.8,1.0,0.8,0.484,0.586,0.484
2604,0.6,0.7,0.9,0.394,0.394,0.704
2605,0.8,0.8,1.0,0.394,0.586,0.704
2606,0.9,0.8,0.9,0.314,0.484,0.438
2607,0.9,0.6,0.5,0.586,0.314,0.243
2608,0.8,0.9,0.9,0.586,0.586,0.586
2609,0.9,0.6,0.7,0.586,0.211,0.394
2610,0.9,1.0,0.9,0.84,0.704,0.586
2611,0.9,0.8,0.9,0.643,0.533,0.84
2612,0.7,0.7,1.0,0.484,0.484,0.643
2613,1.0,1.0,1.0,0.394,0.484,0.394
2614,1.0,0.8,0.8,0.484,0.438,0.314
2615,0.9,0.8,0.7,0.704,0.586,0.394
2616,0.9,0.7,0.8,0.484,0.353,0.586
2617,1.0,0.9,0.9,0.586,0.643,0.394
2618,0.8,0.9,0.9,0.484,0.394,0.586
2619,0.7,0.9,0.8,0.278,0.353,0.586
2620,0.8,0.8,1.0,0.278,0.533,0.394
2621,1.0,0.9,0.9,0.438,0.438,0.84
2622,1.0,1.0,1.0,0.704,0.484,0.484
2623,0.6,1.0,0.6,0.314,0.586,0.314
2624,0.8,0.5,0.7,0.586,0.243,0.484
2625,0.6,0.6,1.0,0.353,0.278,0.704
2626,0.5,1.0,0.5,0.122,0.394,0.243
2627,0.9,0.9,1.0,0.314,0.438,0.643
2628,0.6,0.9,0.7,0.394,0.278,0.394
2629,0.8,0.8,1.0,0.278,0.586,0.484
2630,0.9,0.7,0.8,0.643,0.438,0.643
2631,0.8,0.7,0.9,0.704,0.484,0.704
2632,0.6,0.5,0.9,0.243,0.243,0.438
2633,1.0,0.9,0.9,0.643,0.586,0.643
2634,1.0,0.8,0.8,0.484,0.484,0.586
2635,0.9,0.6,0.5,0.643,0.314,0.243
2636,1.0,0.9,0.9,0.586,0.769,0.704
2637,0.8,1.0,0.8,0.484,0.394,0.484
2638,0.9,0.8,0.9,0.438,0.438,0.314
2639,0.6,0.7,0.9,0.314,0.314,0.484
2640,0.9,1.0,0.9,0.533,0.484,0.484
2641,0.8,0.7,0.9,0.704,0.533,0.769
2642,1.0,0.9,0.9,0.438,0.533,0.438
2643,0.9,0.8,0.9,0.769,0.394,0.484
2644,0.9,1.0,0.9,0.586,0.84,0.704
2645,1.0,0.7,0.7,0.438,0.484,0.484
2646,0.9,0.8,0.7,0.484,0.438,0.484
2647,0.9,0.8,0.9,0.586,0.484,0.704
2648,1.0,0.9,0.9,0.438,0.484,0.484
2649,0.8,0.4,0.6,0.586,0.243,0.243
2650,0.9,0.9,0.8,0.643,0.438,0.586
2651,0.8,1.0,0.8,0.484,0.243,0.533
2652,0.8,0.9,0.9,0.704,0.438,0.438
2653,0.9,0.8,0.7,0.394,0.484,0.394
2654,0.6,0.7,0.9,0.211,0.278,0.769
2655,0.7,0.7,1.0,0.484,0.484,0.84
2656,0.8,0.7,0.9,0.278,0.484,0.278
2657,0.9,0.9,0.8,0.643,0.533,0.643
2658,0.8,1.0,0.8,0.394,0.394,0.484
2659,0.6,0.8,0.8,0.353,0.438,0.438
2660,0.9,0.9,0.8,0.704,0.586,0.484
2661,0.8,0.4,0.6,0.353,0.211,0.314
2662,0.9,1.0,0.9,0.394,0.278,0.484
2663,0.7,1.0,0.7,0.314,0.484,0.394
2664,0.8,0.9,0.9,0.586,0.643,0.484
2665,0.9,1.0,0.9,0.704,0.484,0.394
2666,1.0,0.9,0.9,0.643,0.533,0.484
2667,0.8,0.9,0.7,0.484,0.84,0.394
2668,0.7,0.7,1.0,0.353,0.438,0.643
2669,0.8,0.5,0.7,0.484,0.314,0.314
2670,0.8,1.0,0.8,0.484,0.704,0.314
2671,0.7,0.9,0.8,0.533,0.704,0.586
2672,0.9,0.7,0.8,0.586,0.533,0.314
2673,0.9,0.9,1.0,0.278,0.394,0.533
2674,0.6,0.9,0.7,0.243,0.243,0.438
2675,0.9,0.8,0.9,0.484,0.586,0.314
2676,1.0,0.8,0.8,0.704,0.484,0.394
2677,0.7,0.7,1.0,0.314,0.394,0.704
2678,0.9,0.7,0.8,0.769,0.438,0.586
2679,0.8,0.8,0.6,0.533,0.484,0.353
2680,1.0,0.4,0.4,0.586,0.179,0.122
2681,0.8,0.9,0.9,0.533,0.484,0.438
2682,0.8,0.7,0.9,0.533,0.314,0.484
2683,0.9,0.9,1.0,0.769,0.704,0.586
2684,0.9,1.0,0.9,0.586,1.0,0.586
2685,0.9,0.9,0.8,0.84,0.586,0.484
2686,0.9,0.9,1.0,0.314,0.643,0.484
2687,0.9,1.0,0.9,0.314,0.484,0.704
2688,0.8,0.6,0.8,0.586,0.394,0.533
2689,0.5,0.4,0.9,0.314,0.243,0.704
2690,1.0,0.9,0.9,0.438,0.586,0.704
2691,0.9,0.9,1.0,0.484,0.586,0.314
2692,1.0,1.0,1.0,0.438,0.704,0.533
2693,1.0,0.8,0.8,0.438,0.533,0.586
2694,0.7,0.4,0.7,0.438,0.15,0.484
2695,1.0,1.0,1.0,0.314,0.438,0.484
2696,0.9,0.9,0.8,0.769,0.704,0.533
2697,0.9,0.9,1.0,0.586,0.643,0.586
2698,0.7,0.8,0.9,0.278,0.586,0.533
2699,0.9,0.7,0.8,0.438,0.484,0.438
2700,0.9,0.8,0.7,0.643,0.586,0.394
2701,0.6,0.8,0.8,0.353,0.484,0.484
2702,0.7,0.9,0.8,0.394,0.586,0.278
2703,0.8,0.9,0.7,0.438,0.704,0.438
2704,1.0,0.9,0.9,0.586,0.484,0.586
2705,1.0,0.8,0.8,0.484,0.484,0.278
2706,0.9,1.0,0.9,0.314,0.484,0.643
2707,1.0,0.6,0.6,0.586,0.394,0.314
2708,0.8,0.9,0.9,0.586,0.704,0.769
2709,0.8,0.6,0.8,0.484,0.278,0.314
2710,0.7,0.9,0.6,0.394,0.438,0.394
2711,0.9,0.9,1.0,0.438,0.394,0.438
2712,0.8,0.9,0.9,0.438,0.438,0.484
2713,0.9,0.8,0.9,0.586,0.586,0.769
2714,0.8,0.8,1.0,0.484,0.586,0.704
2715,0.8,0.5,0.7,0.484,0.278,0.533
2716,0.9,0.8,0.9,0.704,0.438,0.438
2717,0.6,0.9,0.7,0.211,0.704,0.278
2718,1.0,0.9,0.9,0.704,0.533,0.438
2719,0.9,0.8,0.9,0.586,0.586,0.533
2720,0.9,1.0,0.9,0.484,0.484,0.438
2721,1.0,0.8,0.8,0.484,0.643,0.353
2722,0.7,0.7,1.0,0.314,0.484,0.484
2723,0.9,0.6,0.7,0.484,0.394,0.314
2724,0.8,0.8,1.0,0.394,0.484,0.533
2725,1.0,0.7,0.7,0.484,0.394,0.438
2726,0.7,0.9,0.8,0.394,0.586,0.704
2727,0.6,0.7,0.9,0.353,0.484,0.484
2728,0.9,0.8,0.9,0.394,0.643,0.586
2729,0.9,0.8,0.9,0.586,0.704,0.704
2730,0.8,0.8,1.0,0.314,0.353,0.84
2731,0.9,0.8,0.7,0.484,0.15,0.243
2732,0.9,0.9,1.0,0.704,0.84,0.704
2733,1.0,0.6,0.6,0.643,0.243,0.243
2734,0.7,0.8,0.9,0.438,0.353,0.484
2735,0.7,1.0,0.7,0.484,0.704,0.394
2736,1.0,0.8,0.8,0.484,0.438,0.586
2737,0.5,0.7,0.8,0.243,0.484,0.533
2738,1.0,1.0,1.0,1.0,0.704,0.704
2739,0.9,0.8,0.9,0.643,0.704,0.533
2740,0.7,0.9,0.6,0.484,0.704,0.394
2741,0.5,0.7,0.8,0.278,0.394,0.484
2742,0.7,0.8,0.5,0.484,0.438,0.243
2743,0.7,1.0,0.7,0.278,1.0,0.278
2744,0.9,0.9,1.0,0.704,0.533,0.586
2745,1.0,0.9,0.9,0.643,0.586,0.484
2746,1.0,0.7,0.7,1.0,0.353,0.353
2747,1.0,0.8,0.8,0.704,0.533,0.484
2748,0.9,1.0,0.9,0.484,0.704,0.314
2749,0.6,0.8,0.8,0.243,0.484,0.586
2750,0.8,0.5,0.7,0.394,0.179,0.484
2751,1.0,0.9,0.9,0.438,0.353,0.533
2752,0.7,0.8,0.9,0.353,0.314,0.704
2753,0.8,1.0,0.8,0.586,0.84,0.484
2754,0.9,1.0,0.9,0.394,1.0,0.394
2755,0.7,0.6,0.9,0.314,0.394,0.643
2756,0.7,1.0,0.7,0.438,0.438,0.278
2757,0.9,0.9,1.0,0.533,0.438,0.704
2758,1.0,0.4,0.4,0.586,0.179,0.179
2759,0.9,0.7,0.8,0.484,0.243,0.314
2760,0.9,0.6,0.7,0.438,0.394,0.243
2761,0.8,0.7,0.9,0.586,0.484,0.586
2762,0.9,1.0,0.9,0.533,0.643,0.438
2763,0.8,0.8,1.0,0.643,0.438,0.586
2764,0.7,0.9,0.8,0.484,0.438,0.394
2765,0.7,0.8,0.9,0.484,0.394,0.704
2766,0.6,0.8,0.8,0.211,0.586,0.353
2767,0.9,0.9,0.8,0.394,0.394,0.438
2768,0.9,0.8,0.7,0.643,0.394,0.586
2769,0.9,0.5,0.6,0.484,0.211,0.394
2770,0.5,0.7,0.8,0.243,0.394,0.353
2771,1.0,0.6,0.6,0.84,0.394,0.394
2772,1.0,0.9,0.9,0.484,0.533,0.704
2773,1.0,0.8,0.8,0.704,0.533,0.586
2774,0.8,0.9,0.7,0.643,0.704,0.438
2775,0.7,1.0,0.7,0.484,0.704,0.586
2776,0.8,0.7,0.9,0.484,0.394,0.179
2777,0.7,0.9,0.8,0.484,0.278,0.484
2778,0.9,0.6,0.7,0.438,0.278,0.394
2779,0.9,1.0,0.9,0.484,1.0,0.484
2780,0.7,0.8,0.9,0.533,0.586,0.704
2781,0.8,0.9,0.7,0.394,0.704,0.394
2782,0.9,0.8,0.9,0.704,0.586,0.769
2783,1.0,1.0,1.0,0.704,0.643,0.533
2784,0.8,1.0,0.8,0.704,0.643,0.586
2785,0.9,0.7,0.8,0.533,0.438,0.533
2786,1.0,0.9,0.9,0.484,0.533,0.533
2787,0.7,0.7,1.0,0.484,0.484,0.84
2788,0.8,0.8,0.6,0.484,0.278,0.353
2789,0.9,0.6,0.7,0.484,0.394,0.484
2790,1.0,0.9,0.9,0.314,0.84,0.314
2791,1.0,1.0,1.0,0.704,0.643,0.586
2792,0.8,0.8,1.0,0.533,0.484,0.533
2793,0.8,0.7,0.9,0.484,0.394,0.484
2794,0.5,0.9,0.6,0.314,0.704,0.394
2795,0.4,0.8,0.6,0.07,0.484,0.314
2796,0.9,0.9,1.0,0.586,0.438,0.394
2797,0.6,0.6,1.0,0.243,0.243,0.586
2798,1.0,1.0,1.0,0.484,0.484,1.0
2799,0.9,0.8,0.7,0.704,0.586,0.533
2800,0.9,0.7,0.6,0.704,0.484,0.353
2801,0.9,1.0,0.9,0.533,0.438,0.704
2802,0.9,0.9,0.8,0.84,0.84,0.704
2803,0.8,0.7,0.9,0.438,0.394,0.769
2804,0.9,0.9,0.8,0.704,0.314,0.394
2805,0.8,0.8,1.0,0.438,0.278,0.438
2806,0.9,0.7,0.6,0.643,0.484,0.314
2807,0.9,0.6,0.5,0.484,0.394,0.243
2808,1.0,0.8,0.8,1.0,0.484,0.484
2809,0.8,0.8,1.0,0.586,0.704,0.643
2810,0.7,1.0,0.7,0.353,0.84,0.394
2811,0.9,0.9,1.0,0.484,0.484,1.0
2812,0.8,0.9,0.9,0.643,0.704,0.704
2813,0.9,0.9,0.8,0.533,0.438,0.484
2814,0.8,0.9,0.7,0.484,0.484,0.179
2815,1.0,0.9,0.9,0.643,0.438,0.704
2816,0.5,0.7,0.8,0.278,0.484,0.586
2817,0.8,1.0,0.8,0.394,0.704,0.533
2818,1.0,1.0,1.0,0.484,0.484,1.0
2819,0.6,0.7,0.3,0.179,0.484,0.122
2820,0.8,0.6,0.8,0.353,0.243,0.586
2821,0.9,0.8,0.9,0.484,0.586,0.704
2822,0.9,0.8,0.9,0.484,0.394,0.704
2823,0.6,0.7,0.9,0.394,0.484,0.704
2824,0.6,0.6,1.0,0.211,0.394,0.394
2825,0.5,0.8,0.7,0.278,0.533,0.484
2826,0.8,0.8,1.0,0.586,0.438,0.484
2827,1.0,0.9,0.9,0.586,0.438,0.484
2828,0.9,0.8,0.7,0.533,0.484,0.484
2829,0.9,0.8,0.7,0.704,0.586,0.586
2830,0.8,1.0,0.8,0.586,0.586,0.586
2831,1.0,0.8,0.8,0.704,0.438,0.438
2832,0.9,1.0,0.9,0.484,0.484,0.84
2833,0.8,1.0,0.8,0.394,0.484,0.643
2834,0.8,0.9,0.7,0.314,0.704,0.314
2835,0.9,0.9,1.0,0.643,0.704,0.643
2836,0.9,0.5,0.6,0.484,0.314,0.278
2837,0.7,0.7,1.0,0.394,0.438,0.438
2838,0.6,0.8,0.8,0.394,0.586,0.438
2839,0.8,0.9,0.9,0.704,0.704,0.643
2840,0.7,0.6,0.9,0.484,0.314,0.484
2841,1.0,0.7,0.7,0.484,0.314,0.243
2842,1.0,0.9,0.9,0.533,0.484,0.586
2843,0.8,0.7,0.9,0.438,0.353,0.394
2844,1.0,1.0,1.0,0.438,0.484,0.84
2845,0.7,0.4,0.7,0.394,0.243,0.278
2846,0.9,0.9,0.8,0.84,0.438,0.353
2847,0.8,1.0,0.8,0.438,0.704,0.394
2848,0.7,0.7,1.0,0.243,0.243,0.84
2849,0.7,0.8,0.9,0.314,0.394,0.84
2850,0.6,0.7,0.9,0.314,0.484,0.704
2851,0.6,0.9,0.7,0.278,0.438,0.438
2852,0.9,0.7,0.8,0.278,0.314,0.643
2853,0.9,0.9,1.0,0.484,0.484,0.704
2854,0.7,0.9,0.8,0.394,0.586,0.586
2855,0.6,1.0,0.6,0.243,0.643,0.278
2856,0.8,0.9,0.9,0.278,0.586,0.278
2857,0.9,0.9,1.0,0.484,0.643,0.704
2858,0.9,0.9,0.8,0.314,0.484,0.586
2859,1.0,0.8,0.8,0.643,0.704,0.438
2860,1.0,1.0,1.0,0.394,0.394,0.704
2861,1.0,0.8,0.8,0.704,0.394,0.586
2862,0.9,0.8,0.7,0.438,0.314,0.438
2863,1.0,0.9,0.9,0.704,0.586,0.586
2864,0.9,0.9,1.0,0.586,0.643,0.586
2865,1.0,1.0,1.0,0.484,0.643,0.643
2866,1.0,0.6,0.6,0.84,0.394,0.394
2867,0.6,0.8,0.8,0.394,0.484,0.278
2868,0.9,0.6,0.7,0.704,0.394,0.394
2869,0.9,1.0,0.9,0.704,0.314,0.484
2870,0.8,0.9,0.7,0.353,0.704,0.394
2871,1.0,0.6,0.6,0.643,0.353,0.394
2872,0.8,0.7,0.9,0.484,0.438,0.533
2873,0.8,1.0,0.8,0.586,0.704,0.484
2874,1.0,0.5,0.5,0.586,0.314,0.243
2875,0.8,0.9,0.9,0.643,0.484,0.484
2876,0.7,0.6,0.3,0.211,0.314,0.095
2877,1.0,0.8,0.8,0.643,0.586,0.533
2878,0.9,0.8,0.9,0.586,0.438,0.586
2879,0.8,0.7,0.5,0.438,0.394,0.314
2880,0.9,0.7,0.6,0.438,0.586,0.314
2881,0.6,0.8,0.8,0.314,0.484,0.586
2882,0.8,0.5,0.7,0.314,0.15,0.484
2883,1.0,0.7,0.7,0.84,0.586,0.533
2884,0.9,0.9,0.8,0.643,0.484,0.438
2885,0.8,0.4,0.6,0.394,0.07,0.394
2886,1.0,0.9,0.9,0.438,0.179,0.438
2887,0.8,1.0,0.8,0.484,0.314,0.586
2888,0.6,0.8,0.8,0.394,0.586,0.394
2889,0.9,0.8,0.7,0.484,0.586,0.484
2890,0.7,0.9,0.6,0.394,0.438,0.278
2891,0.7,0.8,0.9,0.586,0.438,0.704
2892,0.7,0.8,0.9,0.484,0.643,0.704
2893,0.8,0.8,1.0,0.704,0.533,0.586
2894,0.7,0.8,0.5,0.394,0.278,0.243
2895,0.8,0.9,0.9,0.484,0.484,0.84
2896,0.9,0.8,0.9,0.484,0.586,0.704
2897,0.8,0.8,1.0,0.704,0.484,0.704
2898,0.8,0.9,0.7,0.533,0.84,0.438
2899,0.8,0.9,0.7,0.586,0.438,0.278
2900,1.0,1.0,1.0,0.586,0.484,0.704
2901,0.9,0.8,0.9,0.484,0.586,0.643
2902,0.9,0.6,0.5,0.586,0.394,0.243
2903,1.0,1.0,1.0,0.484,0.314,0.643
2904,0.7,0.7,1.0,0.314,0.394,0.484
2905,0.9,0.9,1.0,0.586,0.586,0.586
2906,0.7,1.0,0.7,0.484,0.484,0.353
2907,0.6,0.8,0.8,0.278,0.394,0.438
2908,0.6,0.9,0.5,0.211,0.643,0.243
2909,0.7,0.9,0.8,0.394,0.438,0.533
2910,0.7,1.0,0.7,0.484,0.84,0.438
2911,0.6,0.8,0.8,0.211,0.314,0.643
2912,0.8,0.7,0.9,0.484,0.484,0.484
2913,0.9,0.9,0.8,0.484,0.484,0.438
2914,0.7,0.4,0.7,0.394,0.122,0.353
2915,0.8,0.8,1.0,0.586,0.394,0.484
2916,1.0,1.0,1.0,0.484,0.438,0.704
2917,0.9,1.0,0.9,0.484,0.704,0.314
2918,0.6,0.6,1.0,0.353,0.438,0.704
2919,0.9,0.7,0.8,0.533,0.484,0.438
2920,0.5,0.9,0.6,0.243,0.704,0.314
2921,0.6,0.7,0.9,0.314,0.484,0.586
2922,0.6,0.7,0.9,0.394,0.438,0.704
2923,0.7,1.0,0.7,0.438,0.643,0.394
2924,0.7,0.6,0.9,0.278,0.15,0.704
2925,0.8,0.8,0.6,0.586,0.643,0.353
2926,0.9,1.0,0.9,0.586,0.586,0.586
2927,0.9,0.8,0.9,0.484,0.586,0.484
2928,0.7,1.0,0.7,0.278,0.643,0.353
2929,0.8,0.8,1.0,0.533,0.586,0.704
2930,0.6,0.8,0.8,0.353,0.586,0.586
2931,1.0,0.9,0.9,0.586,0.704,0.394
2932,0.7,0.9,0.8,0.484,0.643,0.704
2933,0.8,0.9,0.7,0.586,0.484,0.314
2934,0.9,0.9,0.8,0.704,0.704,0.533
2935,0.6,0.9,0.5,0.278,0.84,0.211
2936,0.8,0.7,0.9,0.586,0.353,0.438
2937,0.7,0.7,1.0,0.394,0.394,0.533
2938,0.9,0.7,0.6,0.704,0.314,0.211
2939,0.9,1.0,0.9,0.586,0.394,0.704
2940,0.9,0.9,1.0,0.704,0.484,0.484
2941,0.7,1.0,0.7,0.278,0.484,0.211
2942,0.9,0.9,1.0,0.533,0.533,0.704
2943,0.7,0.8,0.9,0.394,0.353,0.704
2944,0.7,0.9,0.8,0.484,0.484,0.586
2945,0.7,0.7,1.0,0.484,0.438,0.586
2946,1.0,0.7,0.7,0.586,0.484,0.353
2947,0.9,0.9,0.8,0.484,0.586,0.704
2948,0.9,0.9,0.8,0.484,0.353,0.278
2949,0.9,0.8,0.9,0.704,0.586,0.484
2950,1.0,0.8,0.8,0.314,0.484,0.484
2951,1.0,0.9,0.9,0.484,0.704,0.704
2952,0.9,0.8,0.7,0.769,0.484,0.484
2953,0.6,0.9,0.7,0.394,0.278,0.314
2954,1.0,0.9,0.9,0.704,0.704,0.84
2955,1.0,0.8,0.8,0.586,0.586,0.586
2956,0.9,0.9,0.8,0.643,0.586,0.438
2957,0.9,0.9,1.0,0.438,0.278,0.484
2958,0.9,0.8,0.9,0.704,0.586,0.484
2959,0.7,1.0,0.7,0.278,0.484,0.484
2960,0.8,0.9,0.9,0.586,0.704,0.484
2961,0.7,0.7,1.0,0.314,0.394,0.643
2962,0.8,0.7,0.9,0.586,0.484,0.84
2963,0.7,0.9,0.8,0.484,0.484,0.586
2964,0.5,0.8,0.7,0.314,0.484,0.394
2965,0.8,1.0,0.8,0.314,0.84,0.314
2966,0.9,1.0,0.9,0.586,0.586,0.643
2967,0.8,1.0,0.8,0.586,0.484,0.586
2968,0.9,0.9,1.0,0.438,0.533,0.704
2969,0.8,0.8,1.0,0.484,0.394,0.84
2970,0.8,0.9,0.9,0.438,0.704,0.484
2971,0.9,0.8,0.9,0.533,0.586,0.643
2972,0.9,0.9,0.8,0.484,0.484,0.484
2973,1.0,0.8,0.8,0.643,0.394,0.586
2974,0.9,0.9,0.8,0.643,0.769,0.586
2975,0.9,0.9,1.0,0.643,0.484,0.704
2976,0.9,0.9,0.8,0.704,0.438,0.353
2977,0.9,0.8,0.7,0.438,0.438,0.484
2978,0.8,0.9,0.9,0.438,0.586,0.704
2979,1.0,1.0,1.0,0.394,0.586,0.704
2980,0.7,1.0,0.7,0.586,0.704,0.484
2981,0.9,0.9,0.8,0.704,0.704,0.484
2982,0.8,0.7,0.5,0.586,0.353,0.15
2983,0.8,1.0,0.8,0.438,0.484,0.394
