triplet,index_0,index_1,index_2,ngram_0,ngram_1,ngram_2
7345,0.6,0.8,0.4,0.394,0.704,0.243
7346,1.0,0.8,0.8,0.484,0.484,0.438
7347,0.9,0.9,1.0,0.586,0.438,0.643
7348,0.6,0.8,0.8,0.394,0.394,0.438
7349,0.9,0.9,0.8,0.704,0.643,0.586
7350,0.9,1.0,0.9,0.704,0.394,0.394
7351,1.0,0.7,0.7,0.704,0.438,0.438
7352,0.8,0.9,0.9,0.438,0.704,0.484
7353,1.0,0.9,0.9,0.484,0.484,0.586
7354,0.9,0.8,0.7,0.314,0.586,0.394
7355,0.9,0.9,1.0,0.533,0.394,0.394
7356,0.9,0.8,0.9,0.533,0.586,0.643
7357,0.8,0.8,1.0,0.278,0.353,0.704
7358,0.7,0.8,0.9,0.484,0.586,0.484
7359,0.8,0.5,0.7,0.586,0.243,0.394
7360,1.0,0.9,0.9,0.438,0.484,0.15
7361,0.6,0.8,0.8,0.353,0.353,0.586
7362,0.9,0.9,0.8,0.704,0.484,0.314
7363,0.6,0.8,0.8,0.278,0.586,0.438
7364,0.8,0.6,0.8,0.394,0.314,0.586
7365,0.5,0.7,0.8,0.278,0.394,0.314
7366,0.9,0.7,0.8,0.438,0.394,0.394
7367,1.0,0.9,0.9,0.394,0.533,0.484
7368,0.6,0.5,0.9,0.353,0.314,0.704
7369,0.9,1.0,0.9,0.484,0.643,0.533
7370,0.9,0.8,0.9,0.484,0.586,0.586
7371,0.9,0.9,0.8,0.586,0.704,0.438
7372,0.8,0.8,1.0,0.586,0.586,0.704
7373,0.9,0.9,1.0,0.84,0.533,0.643
7374,1.0,0.8,0.8,0.586,0.353,0.586
7375,0.9,1.0,0.9,0.704,0.586,0.438
7376,0.9,0.5,0.6,0.586,0.243,0.179
7377,0.8,0.9,0.7,0.704,0.484,0.314
7378,0.9,0.8,0.7,0.438,0.394,0.484
7379,0.7,0.7,0.4,0.394,0.394,0.07
7380,0.9,0.8,0.9,0.84,0.586,0.704
7381,0.9,0.8,0.7,0.438,0.586,0.438
7382,0.8,0.9,0.9,0.586,0.704,0.484
7383,0.7,0.8,0.9,0.484,0.314,0.314
7384,0.9,0.9,1.0,0.586,0.394,0.394
7385,0.9,0.8,0.7,0.704,0.586,0.484
7386,0.8,0.7,0.9,0.704,0.314,0.484
7387,0.8,0.9,0.7,0.353,0.704,0.278
7388,0.8,0.7,0.9,0.394,0.484,0.394
7389,0.8,0.7,0.9,0.704,0.484,0.704
7390,1.0,0.8,0.8,0.643,0.586,0.353
7391,0.9,1.0,0.9,0.704,1.0,0.704
7392,0.7,0.6,0.9,0.278,0.243,0.533
7393,1.0,0.8,0.8,0.314,0.586,0.438
7394,1.0,0.9,0.9,0.438,0.278,0.704
7395,0.9,0.6,0.5,0.586,0.314,0.179
7396,1.0,1.0,1.0,0.704,0.704,1.0
7397,0.8,1.0,0.8,0.484,0.314,0.484
7398,0.8,0.8,0.6,0.586,0.533,0.314
7399,1.0,0.8,0.8,0.643,0.484,0.353
7400,0.9,0.9,1.0,0.704,0.704,0.704
7401,0.9,0.9,1.0,0.704,0.704,0.484
7402,1.0,0.7,0.7,0.84,0.353,0.394
7403,0.9,0.7,0.6,0.533,0.484,0.438
7404,0.5,0.7,0.8,0.211,0.586,0.394
7405,0.8,0.8,1.0,0.394,0.438,0.586
7406,0.7,0.8,0.9,0.394,0.438,0.704
7407,0.7,0.8,0.9,0.533,0.586,0.484
7408,0.8,0.9,0.9,0.586,0.704,0.84
7409,0.8,0.8,0.6,0.586,0.314,0.314
7410,0.9,1.0,0.9,0.533,0.484,0.438
7411,1.0,0.8,0.8,0.704,0.643,0.586
7412,0.8,0.6,0.4,0.586,0.243,0.179
7413,1.0,1.0,1.0,0.704,0.643,0.484
7414,0.7,1.0,0.7,0.394,0.394,0.394
7415,0.9,1.0,0.9,0.586,0.586,0.438
7416,0.9,0.9,0.8,0.438,0.484,0.353
7417,0.8,0.9,0.9,0.314,0.484,0.704
7418,0.9,1.0,0.9,0.586,0.643,0.586
7419,0.6,1.0,0.6,0.243,0.484,0.394
7420,0.9,0.7,0.6,0.586,0.278,0.314
7421,1.0,0.8,0.8,0.484,0.533,0.394
7422,1.0,0.9,0.9,0.643,0.586,0.704
7423,0.9,0.9,1.0,0.394,0.643,0.278
7424,0.8,1.0,0.8,0.278,0.438,0.533
7425,0.6,0.9,0.7,0.314,0.704,0.278
7426,0.7,0.9,0.8,0.484,0.438,0.533
7427,0.9,0.9,1.0,0.704,0.484,0.484
7428,0.9,0.9,1.0,0.533,0.484,0.704
7429,0.9,0.8,0.9,0.586,0.533,0.484
7430,1.0,0.9,0.9,0.484,0.704,0.533
7431,0.6,0.8,0.8,0.394,0.586,0.586
7432,0.9,0.9,1.0,0.484,0.484,1.0
7433,0.8,0.9,0.9,0.484,0.586,0.484
7434,0.4,0.7,0.7,0.211,0.394,0.353
7435,0.7,1.0,0.7,0.533,0.704,0.484
7436,0.9,1.0,0.9,0.84,0.643,0.704
7437,1.0,0.8,0.8,0.586,0.533,0.586
7438,0.7,0.7,1.0,0.314,0.484,0.484
7439,1.0,0.9,0.9,1.0,0.484,0.484
7440,0.8,0.6,0.8,0.586,0.314,0.394
7441,0.7,0.7,1.0,0.278,0.278,0.704
7442,0.6,0.8,0.8,0.314,0.314,0.438
7443,0.5,0.8,0.7,0.243,0.533,0.314
7444,0.5,0.8,0.7,0.243,0.586,0.484
7445,0.7,0.6,0.9,0.438,0.394,0.533
7446,0.8,0.9,0.9,0.484,0.643,0.704
7447,1.0,1.0,1.0,1.0,0.586,0.586
7448,0.9,0.9,0.8,0.704,0.769,0.533
7449,0.7,0.7,1.0,0.484,0.484,0.643
7450,0.9,1.0,0.9,0.438,0.643,0.704
7451,0.9,0.6,0.7,0.394,0.394,0.314
7452,0.9,0.7,0.6,0.394,0.484,0.353
7453,0.6,0.7,0.9,0.278,0.394,0.769
7454,0.9,0.9,1.0,0.484,0.484,0.84
7455,0.7,0.9,0.6,0.586,0.704,0.394
7456,0.6,0.7,0.9,0.243,0.484,0.533
7457,0.8,0.8,1.0,0.484,0.533,0.586
7458,0.9,0.8,0.9,0.643,0.586,0.704
7459,0.8,0.9,0.7,0.533,0.533,0.314
7460,0.9,1.0,0.9,0.704,0.586,0.643
7461,0.7,0.9,0.8,0.394,0.533,0.314
7462,0.9,0.5,0.6,0.484,0.314,0.394
7463,0.8,0.7,0.9,0.484,0.394,0.586
7464,0.7,0.7,1.0,0.484,0.484,0.704
7465,1.0,0.9,0.9,0.643,0.704,0.533
7466,1.0,0.9,0.9,0.704,0.586,0.394
7467,1.0,0.7,0.7,0.643,0.394,0.484
7468,1.0,1.0,1.0,0.484,0.704,0.704
7469,0.7,1.0,0.7,0.484,0.586,0.533
7470,1.0,0.8,0.8,0.586,0.484,0.484
7471,0.9,1.0,0.9,0.438,0.586,0.438
7472,0.9,0.9,1.0,0.438,0.314,0.704
7473,0.9,0.8,0.7,0.704,0.484,0.484
7474,0.8,0.9,0.9,0.314,0.314,0.704
7475,0.5,0.9,0.6,0.278,0.533,0.314
7476,0.8,0.9,0.7,0.586,0.394,0.353
7477,0.9,0.9,1.0,0.704,0.84,0.704
7478,0.7,0.7,1.0,0.394,0.394,1.0
7479,0.8,0.6,0.8,0.484,0.278,0.586
7480,0.8,1.0,0.8,0.314,0.643,0.314
7481,0.9,0.9,1.0,0.278,0.484,0.314
7482,0.7,0.8,0.9,0.394,0.394,0.394
7483,0.9,0.6,0.5,0.704,0.394,0.314
7484,0.9,1.0,0.9,0.484,0.484,0.484
7485,0.5,0.7,0.8,0.314,0.484,0.353
7486,0.9,0.8,0.9,0.704,0.533,0.704
7487,0.9,0.5,0.6,0.484,0.179,0.394
7488,0.7,0.7,1.0,0.484,0.484,1.0
7489,0.8,0.8,1.0,0.586,0.586,1.0
7490,0.9,0.9,0.8,0.484,0.704,0.353
7491,1.0,0.9,0.9,0.84,0.438,0.394
7492,0.8,0.9,0.9,0.278,0.586,0.278
7493,1.0,0.7,0.7,0.484,0.353,0.394
7494,0.8,1.0,0.8,0.438,0.586,0.484
7495,1.0,0.8,0.8,0.438,0.394,0.586
7496,0.9,0.8,0.9,0.533,0.438,0.438
7497,0.8,0.9,0.9,0.586,0.438,0.586
7498,0.7,0.6,0.9,0.533,0.278,0.586
7499,1.0,0.9,0.9,0.484,0.704,0.704
7500,0.7,1.0,0.7,0.353,0.586,0.243
7501,0.6,1.0,0.6,0.314,1.0,0.314
7502,0.8,0.8,0.6,0.586,0.586,0.394
7503,0.9,0.8,0.9,0.438,0.533,0.394
7504,0.7,0.7,1.0,0.586,0.243,0.278
7505,0.8,0.8,1.0,0.353,0.278,0.586
7506,0.9,0.9,1.0,0.533,0.394,0.643
7507,1.0,1.0,1.0,0.586,0.484,0.438
7508,0.9,0.8,0.7,0.438,0.438,0.278
7509,0.7,0.9,0.6,0.394,0.484,0.353
7510,0.9,0.7,0.6,0.15,0.394,0.211
7511,1.0,0.9,0.9,0.314,0.704,0.484
7512,1.0,0.9,0.9,0.484,0.484,0.586
7513,1.0,1.0,1.0,0.586,0.643,0.533
7514,0.6,0.7,0.9,0.314,0.394,0.769
7515,1.0,0.9,0.9,0.643,0.484,0.394
7516,0.8,0.8,1.0,0.278,0.394,0.484
7517,0.9,0.8,0.7,0.704,0.533,0.394
7518,0.9,0.9,1.0,0.484,0.484,1.0
7519,1.0,1.0,1.0,0.484,0.438,0.84
7520,0.7,0.7,1.0,0.353,0.533,0.484
7521,0.9,0.7,0.8,0.704,0.484,0.394
7522,0.8,0.9,0.9,0.353,0.533,0.586
7523,1.0,1.0,1.0,0.704,0.586,0.643
7524,0.9,0.9,1.0,0.438,0.704,0.484
7525,0.9,1.0,0.9,0.533,0.704,0.438
7526,0.9,1.0,0.9,0.438,1.0,0.438
7527,0.8,0.9,0.9,0.484,0.438,0.484
7528,0.9,0.8,0.7,0.704,0.484,0.314
7529,0.8,0.9,0.9,0.438,0.484,0.533
7530,1.0,0.6,0.6,1.0,0.243,0.243
7531,1.0,0.7,0.7,0.643,0.314,0.394
7532,0.7,0.9,0.8,0.484,0.484,0.586
7533,1.0,1.0,1.0,0.533,0.586,0.84
7534,0.8,0.8,1.0,0.278,0.484,0.484
7535,0.5,0.6,0.9,0.179,0.243,0.84
7536,0.9,0.9,1.0,0.394,0.643,0.586
7537,0.9,0.9,0.8,0.484,0.704,0.586
7538,0.9,1.0,0.9,0.704,0.438,0.533
7539,0.8,1.0,0.8,0.704,0.643,0.586
7540,0.7,0.4,0.7,0.314,0.243,0.314
7541,0.8,0.4,0.6,0.484,0.243,0.314
7542,0.6,0.7,0.9,0.314,0.394,0.704
7543,1.0,0.8,0.8,0.484,0.394,0.484
7544,0.8,0.8,1.0,0.438,0.438,1.0
7545,0.9,0.9,1.0,0.704,0.484,0.704
7546,0.9,0.9,1.0,0.394,0.394,0.704
7547,1.0,0.7,0.7,0.438,0.314,0.278
7548,0.9,0.8,0.9,0.704,0.704,0.533
7549,0.7,0.9,0.8,0.484,0.643,0.353
7550,1.0,0.8,0.8,1.0,0.586,0.586
7551,0.9,0.9,0.8,0.704,0.586,0.394
7552,0.8,0.8,1.0,0.314,0.438,0.586
7553,0.8,0.7,0.9,0.314,0.314,0.704
7554,0.8,0.9,0.9,0.394,0.484,0.438
7555,0.8,0.9,0.9,0.484,0.484,0.769
7556,0.8,0.8,1.0,0.586,0.533,0.704
7557,0.4,0.9,0.5,0.122,0.394,0.314
7558,0.9,0.8,0.9,0.438,0.586,0.438
7559,1.0,0.7,0.7,0.586,0.484,0.394
7560,0.9,1.0,0.9,0.643,0.438,0.314
7561,0.8,0.7,0.9,0.394,0.438,0.438
7562,0.5,0.5,1.0,0.314,0.314,1.0
7563,0.8,0.7,0.5,0.533,0.394,0.179
7564,1.0,0.9,0.9,0.643,0.704,0.533
7565,0.8,0.9,0.7,0.533,0.394,0.278
7566,0.8,0.7,0.9,0.353,0.243,0.586
7567,1.0,0.7,0.7,0.704,0.353,0.438
7568,0.8,1.0,0.8,0.533,0.84,0.586
7569,0.9,0.8,0.7,0.394,0.586,0.179
7570,1.0,0.9,0.9,0.484,0.586,0.314
7571,0.9,0.9,1.0,0.484,0.314,0.704
7572,1.0,0.9,0.9,0.704,0.704,0.704
7573,0.9,0.7,0.8,0.484,0.484,0.484
7574,0.9,0.7,0.6,0.533,0.484,0.243
7575,0.7,0.6,0.9,0.484,0.394,0.704
7576,0.7,0.9,0.8,0.394,0.704,0.586
7577,0.5,0.7,0.8,0.243,0.394,0.484
7578,0.9,0.6,0.7,0.704,0.353,0.438
7579,0.8,0.9,0.9,0.586,0.704,0.484
7580,1.0,0.8,0.8,0.484,0.484,0.533
7581,1.0,0.9,0.9,0.484,0.438,0.533
7582,0.9,0.5,0.6,0.704,0.179,0.278
7583,0.7,1.0,0.7,0.353,1.0,0.353
7584,1.0,1.0,1.0,0.484,0.643,0.438
7585,0.9,0.9,1.0,0.394,0.438,0.643
7586,0.7,1.0,0.7,0.438,0.704,0.484
7587,0.9,1.0,0.9,0.84,0.586,0.484
7588,0.8,0.9,0.7,0.533,0.704,0.586
7589,0.8,0.9,0.7,0.586,0.484,0.394
7590,0.8,0.8,1.0,0.484,0.586,0.643
7591,0.9,0.8,0.9,0.704,0.314,0.394
7592,0.7,0.4,0.7,0.438,0.179,0.394
7593,0.7,0.8,0.9,0.533,0.643,0.84
7594,0.9,0.9,0.8,0.84,0.438,0.353
7595,0.7,0.4,0.7,0.314,0.122,0.353
7596,0.9,0.9,1.0,0.769,0.704,0.704
7597,0.9,0.9,1.0,0.484,0.586,0.586
7598,0.7,0.7,1.0,0.484,0.484,1.0
7599,0.8,0.7,0.5,0.394,0.533,0.243
7600,0.9,0.8,0.9,0.314,0.586,0.484
7601,0.6,0.9,0.7,0.394,0.438,0.438
7602,0.9,0.9,0.8,0.586,0.586,0.586
7603,0.8,1.0,0.8,0.314,0.484,0.394
7604,1.0,0.9,0.9,0.533,0.704,0.704
7605,0.8,0.9,0.9,0.533,0.586,0.643
7606,1.0,0.9,0.9,0.643,0.769,0.586
7607,1.0,0.7,0.7,1.0,0.438,0.438
7608,0.8,0.8,1.0,0.314,0.394,0.484
7609,0.7,0.9,0.8,0.278,0.484,0.586
7610,1.0,0.7,0.7,0.484,0.353,0.438
7611,0.7,0.9,0.8,0.438,0.484,0.586
7612,0.7,0.7,1.0,0.484,0.438,0.586
7613,0.7,0.9,0.8,0.394,0.586,0.586
7614,0.9,0.7,0.6,0.438,0.314,0.394
7615,0.8,0.8,1.0,0.353,0.586,0.586
7616,0.9,0.9,0.8,0.586,0.484,0.314
7617,0.8,0.5,0.7,0.586,0.394,0.484
7618,0.9,0.9,0.8,0.484,0.533,0.586
7619,0.8,0.6,0.4,0.278,0.243,0.211
7620,0.5,0.8,0.7,0.179,0.533,0.314
7621,0.8,0.7,0.9,0.278,0.484,0.314
7622,0.7,0.7,1.0,0.394,0.484,0.643
7623,1.0,0.7,0.7,0.243,0.394,0.438
7624,0.7,0.5,0.8,0.533,0.314,0.586
7625,0.8,0.9,0.7,0.533,0.586,0.353
7626,0.7,1.0,0.7,0.278,0.586,0.353
7627,0.7,0.8,0.9,0.278,0.243,0.586
7628,0.9,0.9,1.0,0.704,0.484,0.484
7629,0.8,0.9,0.9,0.533,0.643,0.438
7630,1.0,0.9,0.9,0.84,0.769,0.84
7631,1.0,1.0,1.0,0.643,0.484,0.643
7632,1.0,0.9,0.9,0.586,0.586,0.586
7633,0.6,0.9,0.7,0.353,0.704,0.484
7634,0.9,1.0,0.9,0.438,0.586,0.704
7635,0.8,0.9,0.7,0.643,0.586,0.438
7636,0.5,0.6,0.9,0.243,0.353,0.704
7637,0.8,0.7,0.9,0.586,0.484,0.586
7638,0.6,1.0,0.6,0.394,0.643,0.394
7639,0.8,0.9,0.9,0.586,0.643,0.704
7640,0.7,0.6,0.9,0.394,0.353,0.533
7641,0.8,0.8,0.6,0.394,0.586,0.394
7642,0.9,1.0,0.9,0.438,0.484,0.533
7643,0.9,0.9,0.8,0.533,0.438,0.394
7644,0.7,0.7,1.0,0.314,0.484,0.484
7645,0.9,0.8,0.9,0.438,0.533,0.484
7646,0.9,0.9,1.0,0.533,0.769,0.586
7647,1.0,0.9,0.9,0.704,0.484,0.586
7648,0.9,0.7,0.8,0.84,0.394,0.484
7649,0.9,0.9,1.0,0.84,0.394,0.394
7650,0.8,1.0,0.8,0.643,0.394,0.394
7651,0.7,0.8,0.5,0.394,0.586,0.243
7652,0.9,0.9,1.0,0.484,0.314,0.484
7653,1.0,0.9,0.9,0.533,0.704,0.704
7654,0.9,0.7,0.8,0.314,0.353,0.394
7655,0.8,0.6,0.4,0.394,0.211,0.15
7656,0.7,0.8,0.9,0.314,0.533,0.586
7657,0.9,0.7,0.8,0.643,0.353,0.533
7658,0.6,0.6,1.0,0.243,0.15,0.704
7659,0.7,0.8,0.9,0.314,0.704,0.484
7660,1.0,0.9,0.9,0.643,0.586,0.84
7661,0.7,0.8,0.9,0.394,0.394,0.314
7662,0.6,0.9,0.5,0.314,0.586,0.314
7663,0.8,1.0,0.8,0.704,0.704,0.484
7664,1.0,0.8,0.8,0.484,0.533,0.586
7665,0.5,0.9,0.6,0.211,0.704,0.243
7666,0.7,0.8,0.9,0.484,0.394,0.484
7667,0.9,0.7,0.6,0.484,0.278,0.484
7668,0.6,0.5,0.9,0.353,0.211,0.704
7669,0.8,1.0,0.8,0.586,0.704,0.586
7670,1.0,0.7,0.7,0.533,0.278,0.484
7671,0.6,0.7,0.9,0.243,0.314,0.643
7672,0.5,0.7,0.8,0.314,0.533,0.484
7673,0.7,0.6,0.9,0.484,0.314,0.704
7674,0.8,1.0,0.8,0.484,0.484,0.586
7675,1.0,0.7,0.7,0.643,0.394,0.438
7676,0.9,0.8,0.9,0.704,0.438,0.394
7677,1.0,0.8,0.8,0.704,0.394,0.394
7678,0.8,0.9,0.9,0.586,0.533,0.586
7679,0.7,0.9,0.6,0.484,0.704,0.394
7680,0.7,0.8,0.9,0.484,0.484,0.484
7681,0.8,0.9,0.7,0.586,0.586,0.314
7682,0.8,0.6,0.8,0.484,0.122,0.394
7683,0.6,0.9,0.7,0.438,0.484,0.314
7684,0.8,0.5,0.7,0.353,0.314,0.314
7685,0.9,0.7,0.8,0.704,0.484,0.533
7686,1.0,1.0,1.0,0.484,0.643,0.586
7687,1.0,0.9,0.9,0.84,0.586,0.704
7688,0.9,0.6,0.7,0.704,0.394,0.586
7689,0.6,0.7,0.9,0.394,0.484,0.438
7690,0.9,0.9,1.0,0.704,0.438,0.586
7691,0.4,0.7,0.7,0.211,0.484,0.394
7692,0.9,0.8,0.7,0.704,0.704,0.484
7693,0.9,0.9,1.0,0.704,0.643,0.586
7694,0.8,0.8,1.0,0.586,0.353,0.643
7695,0.7,0.9,0.6,0.438,0.586,0.438
7696,1.0,1.0,1.0,0.484,0.643,0.484
7697,0.7,0.9,0.6,0.394,0.484,0.179
7698,0.8,0.9,0.9,0.394,0.394,0.704
7699,0.5,0.7,0.8,0.179,0.394,0.586
7700,0.8,0.9,0.7,0.533,0.704,0.484
7701,0.8,0.7,0.9,0.438,0.484,0.484
7702,0.9,1.0,0.9,0.643,0.394,0.533
7703,0.8,0.8,1.0,0.484,0.533,0.484
7704,0.9,0.7,0.8,0.484,0.533,0.353
7705,0.4,0.7,0.7,0.122,0.586,0.314
7706,1.0,0.9,0.9,0.704,0.643,0.484
7707,0.7,0.9,0.8,0.314,0.704,0.484
7708,1.0,0.9,0.9,0.586,0.586,0.533
7709,0.9,0.8,0.7,0.438,0.586,0.484
7710,0.6,0.8,0.8,0.394,0.438,0.533
7711,0.8,0.9,0.9,0.394,0.533,0.704
7712,0.9,0.8,0.9,0.438,0.484,0.586
7713,0.7,0.8,0.9,0.394,0.586,0.704
7714,1.0,0.9,0.9,0.438,0.484,0.643
7715,0.7,0.9,0.8,0.243,0.704,0.353
7716,0.9,0.7,0.6,0.394,0.394,0.095
7717,0.7,0.9,0.8,0.394,0.643,0.484
7718,0.9,0.9,1.0,0.704,0.438,0.643
7719,0.9,1.0,0.9,0.586,0.643,0.438
7720,0.9,0.9,0.8,0.704,0.704,0.586
7721,0.9,0.9,0.8,0.484,0.643,0.394
7722,0.8,0.9,0.9,0.586,0.704,0.704
7723,0.9,0.9,1.0,0.704,0.586,0.643
7724,0.9,0.9,1.0,0.533,0.438,0.484
7725,0.9,0.9,0.8,0.484,0.394,0.586
7726,0.7,0.9,0.8,0.353,0.484,0.438
7727,0.9,0.7,0.8,0.84,0.179,0.243
7728,0.9,0.8,0.7,0.484,0.353,0.353
7729,0.9,0.9,1.0,0.533,0.769,0.643
7730,0.7,0.6,0.9,0.586,0.394,0.643
7731,0.6,0.5,0.9,0.314,0.314,0.484
7732,0.8,0.9,0.7,0.533,0.586,0.586
7733,0.9,0.9,1.0,0.643,0.704,0.484
7734,0.7,0.8,0.9,0.278,0.278,0.586
7735,0.9,0.8,0.7,0.533,0.586,0.353
7736,1.0,0.7,0.7,1.0,0.484,0.484
7737,1.0,0.9,0.9,0.586,0.394,0.353
7738,0.6,0.8,0.8,0.394,0.643,0.533
7739,0.5,1.0,0.5,0.314,1.0,0.314
7740,0.9,1.0,0.9,0.438,0.438,0.484
7741,0.9,0.8,0.9,0.704,0.704,0.533
7742,0.7,0.8,0.9,0.484,0.533,0.704
7743,0.8,1.0,0.8,0.314,0.704,0.484
7744,0.8,1.0,0.8,0.438,0.704,0.438
7745,1.0,0.9,0.9,0.533,0.586,0.438
7746,0.7,1.0,0.7,0.278,0.704,0.438
7747,1.0,0.6,0.6,0.484,0.314,0.314
7748,1.0,0.8,0.8,1.0,0.643,0.643
7749,0.5,0.3,0.8,0.314,0.095,0.533
7750,0.8,0.7,0.5,0.484,0.278,0.278
7751,0.9,0.7,0.8,0.314,0.484,0.314
7752,0.5,0.7,0.8,0.211,0.484,0.438
7753,0.7,0.9,0.8,0.438,0.586,0.394
7754,1.0,0.9,0.9,0.586,0.438,0.643
7755,1.0,0.9,0.9,0.484,0.643,0.586
7756,0.8,1.0,0.8,0.704,0.643,0.586
7757,0.8,0.9,0.9,0.586,0.438,0.533
7758,0.7,0.9,0.6,0.394,0.484,0.314
7759,1.0,0.8,0.8,0.84,0.533,0.533
7760,0.9,0.9,0.8,0.643,0.533,0.394
7761,0.6,0.5,0.9,0.314,0.211,0.769
7762,0.9,0.7,0.6,0.533,0.394,0.394
7763,0.7,0.7,1.0,0.586,0.484,0.643
7764,0.9,0.9,0.8,0.438,0.394,0.484
7765,0.9,0.8,0.9,0.586,0.484,0.704
7766,0.9,0.8,0.9,0.704,0.586,0.84
7767,1.0,0.9,0.9,0.484,0.484,0.586
7768,1.0,0.9,0.9,0.533,0.84,0.484
7769,0.8,0.8,1.0,0.243,0.533,0.438
7770,0.9,0.8,0.9,0.484,0.484,0.484
7771,1.0,0.9,0.9,0.484,0.438,0.484
7772,0.9,1.0,0.9,0.586,0.438,0.353
7773,0.9,0.8,0.9,0.643,0.704,0.533
7774,0.8,0.8,1.0,0.586,0.394,0.704
7775,0.8,0.9,0.9,0.586,0.586,0.586
7776,0.9,1.0,0.9,0.586,0.704,0.704
7777,0.8,0.8,1.0,0.484,0.586,0.84
7778,0.9,0.6,0.7,0.643,0.314,0.243
7779,0.9,0.7,0.8,0.704,0.484,0.394
7780,0.9,0.9,0.8,0.484,0.438,0.353
7781,1.0,0.9,0.9,0.484,0.586,0.84
7782,0.7,0.7,1.0,0.438,0.484,0.704
7783,0.8,1.0,0.8,0.394,0.643,0.586
7784,0.9,0.8,0.9,0.394,0.353,0.438
7785,0.9,0.8,0.7,0.769,0.484,0.484
7786,0.7,0.4,0.7,0.394,0.278,0.353
7787,0.9,0.7,0.6,0.484,0.484,0.394
7788,0.8,0.9,0.7,0.484,0.769,0.484
7789,0.9,1.0,0.9,0.484,0.533,0.84
7790,0.8,0.4,0.6,0.586,0.243,0.314
7791,0.9,0.9,1.0,0.704,0.704,1.0
7792,0.6,0.6,1.0,0.394,0.394,0.704
7793,0.9,1.0,0.9,0.704,0.484,0.314
7794,0.7,0.9,0.8,0.484,0.84,0.586
7795,0.8,0.7,0.9,0.533,0.314,0.484
7796,0.6,0.9,0.7,0.394,0.586,0.353
7797,0.9,0.9,1.0,0.394,0.484,0.704
7798,1.0,0.8,0.8,0.484,0.586,0.586
7799,0.8,0.7,0.9,0.484,0.438,0.484
7800,0.9,0.9,0.8,0.586,0.533,0.586
7801,0.9,0.7,0.6,0.484,0.533,0.314
7802,1.0,0.9,0.9,0.484,0.533,0.533
7803,0.8,0.7,0.9,0.353,0.314,0.704
7804,1.0,0.9,0.9,0.484,0.643,0.484
7805,0.8,1.0,0.8,0.438,0.704,0.394
7806,1.0,0.8,0.8,0.704,0.533,0.438
7807,0.9,0.9,0.8,0.438,0.84,0.438
7808,1.0,0.9,0.9,0.438,0.704,0.314
7809,0.8,0.8,0.6,0.586,0.484,0.314
7810,0.7,0.8,0.9,0.438,0.353,0.704
7811,0.9,0.8,0.7,0.704,0.484,0.314
7812,0.7,0.7,1.0,0.533,0.278,0.438
7813,0.8,1.0,0.8,0.353,0.704,0.438
7814,0.9,0.8,0.7,0.586,0.438,0.586
7815,0.6,0.9,0.7,0.314,0.484,0.394
7816,0.8,0.8,1.0,0.484,0.586,0.704
7817,0.7,0.8,0.9,0.314,0.586,0.484
7818,1.0,1.0,1.0,0.643,0.484,0.704
7819,0.5,0.8,0.7,0.122,0.484,0.314
7820,0.6,0.7,0.9,0.211,0.278,0.704
7821,0.9,0.6,0.5,0.484,0.243,0.243
7822,1.0,0.9,0.9,0.643,0.84,0.704
7823,0.6,0.8,0.8,0.353,0.533,0.643
7824,0.8,0.8,1.0,0.314,0.586,0.484
7825,0.8,0.8,1.0,0.353,0.353,0.704
7826,0.6,1.0,0.6,0.314,0.643,0.314
7827,0.8,0.5,0.7,0.704,0.243,0.394
7828,0.9,0.9,0.8,0.769,0.484,0.394
7829,0.5,0.9,0.6,0.179,0.484,0.353
7830,1.0,0.5,0.5,1.0,0.179,0.179
7831,0.6,0.8,0.8,0.394,0.394,0.586
7832,1.0,1.0,1.0,0.484,0.704,0.643
7833,1.0,0.9,0.9,1.0,0.84,0.84
7834,0.5,0.6,0.9,0.353,0.179,0.586
7835,0.9,0.8,0.7,0.484,0.586,0.484
7836,0.8,0.7,0.9,0.438,0.484,0.704
7837,0.5,0.6,0.9,0.314,0.278,0.484
7838,0.4,0.9,0.5,0.179,0.704,0.314
7839,0.7,1.0,0.7,0.243,0.643,0.243
7840,0.8,0.8,0.6,0.704,0.586,0.394
7841,0.6,0.6,1.0,0.394,0.394,0.438
7842,0.8,0.7,0.9,0.704,0.314,0.484
7843,0.6,0.7,0.9,0.243,0.484,0.484
7844,0.9,1.0,0.9,0.533,0.438,0.484
7845,0.9,1.0,0.9,0.533,0.643,0.84
7846,0.7,0.9,0.6,0.438,0.704,0.484
7847,0.9,0.8,0.9,0.314,0.314,0.643
7848,0.8,0.7,0.9,0.704,0.438,0.586
7849,0.7,1.0,0.7,0.438,0.704,0.278
7850,0.9,0.9,1.0,0.704,0.484,0.484
7851,0.7,1.0,0.7,0.484,0.394,0.484
7852,0.8,0.7,0.9,0.586,0.586,0.704
7853,0.7,0.7,0.4,0.314,0.394,0.243
7854,0.6,0.6,1.0,0.314,0.314,0.438
7855,1.0,1.0,1.0,0.484,0.484,0.704
7856,0.8,0.9,0.7,0.484,0.314,0.484
7857,0.2,0.7,0.5,0.122,0.484,0.243
7858,0.7,1.0,0.7,0.278,0.484,0.533
7859,0.8,0.9,0.7,0.586,0.586,0.438
7860,1.0,0.7,0.7,0.484,0.179,0.394
7861,0.8,0.6,0.8,0.394,0.438,0.353
