23,24,25,26,27,28,29,30,31,32,34
1,10,0,1,0,1,0,0,0,1,1
3,9,5,1,0,1,2,0,0,0,0
2,6,3,0,1,2,1,0,3,0,0
3,2,4,2,1,2,2,0,1,2,0
5,7,3,2,0,3,1,3,1,0,0
0,5,2,0,0,3,1,1,0,2,0
3,7,0,1,0,1,3,2,1,3,0
3,9,1,1,2,3,3,0,1,0,0
4,14,1,3,1,2,3,0,0,1,0
3,6,1,1,2,0,0,0,0,0,0
